QuestionOrder,Demo-ResponseID,Condition,Dataset,Task,Response,NormResponse,DatasetOrder,DatasetDuration,DatasetStartTime,TaskOrder,CorrectAnswer,NormCorrectAnswer,RawDifference,AbsDifference,Percentage,LogError,Underestimated,ClustConf,filename,Stats-Q_TotalDuration,Stats-dataset_count,Stats-CompensationCondition,Stats-OperatingSystem,StatsScreenWidth,StatsScreenHeight,Demo-age,Demo-gender,Demo-lang,Demo-educ,Demo-educ_TEXT,Demo-acfield,Demo-acfieldother,Demo-dailytech_Computer,Demo-dailytech_Tablet,Demo-dailytech_SmartPhone,Demo-weeklygaming,Demo-expdataanal,Demo-expdatavis,Demo-expreadnetvis,Demo-expcreatenetvis,NetVisExperience,Attempt,NodeRank,MaxNodeRank,StatsNumPixels,AvgDeg,Density,LargeClust1,Modularity,NumClust,NumHighDegree,NumLinks,NumNodes,NumNodesClust1
59,R_02JW8bTjiC9LnaN,Cir,9,NumNodes,150,0.071285140562249,2,338,812,3,379,0.18624497991967873,-0.11495983935742973,0.11495983935742973,0.6172506738544474,0.047259224460794065,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
60,R_02JW8bTjiC9LnaN,Cir,9,AvgDeg,2,0.005287980563098471,2,338,812,5,4.823218997361478,0.01335777904062163,-0.00806979847752316,0.00806979847752316,0.6041272619484516,0.0034906035819014703,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
61,R_02JW8bTjiC9LnaN,Cir,9,ClickHighDeg,17,0.3333333333333333,2,338,812,6,33,1,-0.6666666666666667,0.6666666666666667,0.6666666666666667,0.2218487496163564,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,1,6,21,1440000,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
62,R_02JW8bTjiC9LnaN,Cir,9,LargeClust1,20,0.16666666666666666,2,338,812,7,15.303430079155673,0.11774406332453825,0.048922603342128404,0.048922603342128404,0.41549953314659194,0.02074344416925201,over,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
63,R_02JW8bTjiC9LnaN,Cir,9,BC,18199.999999999996,0.6590093980924772,2,338,812,8,27617.208574992183,1,-0.34099060190752284,0.34099060190752284,0.34099060190752284,0.1274257341871652,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,2,5,112,1440000,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
64,R_02JW8bTjiC9LnaN,Cir,9,NumHighDegree,5,0.013513513513513514,2,338,812,9,34,0.40540540540540543,-0.3918918918918919,0.3918918918918919,0.9666666666666666,0.14360550497419602,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
65,R_02JW8bTjiC9LnaN,Cir,7,NumHighDegree,20,0.16666666666666666,3,247,1150,1,84,0.8333333333333334,-0.6666666666666667,0.6666666666666667,0.8,0.2218487496163564,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
66,R_02JW8bTjiC9LnaN,Cir,7,ClickHighDeg,84,1,3,247,1150,2,84,1,0,0,0,0,correct,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,1,1,21,1440000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
67,R_02JW8bTjiC9LnaN,Cir,7,NumLinks,100,0.024268201150863148,3,247,1150,3,932,0.232424318238679,-0.20815611708781587,0.20815611708781587,0.8955866523143164,0.08212305714024154,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
68,R_02JW8bTjiC9LnaN,Cir,7,BC,20081.761530136537,1,3,247,1150,4,20081.761530136537,1,0,0,0,0,correct,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,5,1,33,1440000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
69,R_02JW8bTjiC9LnaN,Cir,7,LargeClust1,20,0.22988505747126436,3,247,1150,5,20,0.22988505747126436,0,0,0,0,correct,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
70,R_02JW8bTjiC9LnaN,Cir,7,NumNodes,150,0.075,3,247,1150,7,270,0.135,-0.06000000000000001,0.06000000000000001,0.4444444444444445,0.02530586526477026,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
71,R_02JW8bTjiC9LnaN,Cir,7,AvgDeg,10,0.019411646988192914,3,247,1150,8,6.9037037037037035,0.01321533660937303,0.0061963103788198835,0.0061963103788198835,0.4688726864834548,0.002682720478243838,over,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
72,R_02JW8bTjiC9LnaN,Cir,7,NumClust,10,0.02,3,247,1150,9,10,0.02,0,0,0,0,correct,Very doubtful (0-25%),MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
270,R_0UIpYxjoSUtn5aV,Ctrl,1,NumLinks,310,0.07122163206180589,1,229,376,1,337,0.07774022211492033,-0.006518590053114448,0.006518590053114448,0.08385093167701876,0.0028218005688635714,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
271,R_0UIpYxjoSUtn5aV,Ctrl,1,NumHighDegree,15,0.005050505050505051,1,229,376,2,29,0.01919191919191919,-0.014141414141414139,0.014141414141414139,0.7368421052631579,0.006098518211450654,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
272,R_0UIpYxjoSUtn5aV,Ctrl,1,NumClust,4,0.001349527665317139,1,229,376,3,3,8.99685110211426e-4,4.498425551057129e-4,4.498425551057129e-4,0.4999999999999999,1.9532021102920962e-4,over,Somewhat confident (51-75%),FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
273,R_0UIpYxjoSUtn5aV,Ctrl,1,ClickHighDeg,26,0.8636363636363636,1,229,376,4,29,1,-0.13636363636363635,0.13636363636363635,0.13636363636363635,0.05551732784983133,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,1,2,5,2073600,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
274,R_0UIpYxjoSUtn5aV,Ctrl,1,NumNodes,30,0.02027027027027027,1,229,376,5,30,0.02027027027027027,0,0,0,0,correct,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
275,R_0UIpYxjoSUtn5aV,Ctrl,1,LargeClust1,87,0.8602150537634409,1,229,376,6,60,0.5698924731182796,0.29032258064516125,0.29032258064516125,0.5094339622641508,0.1106982974936897,over,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
276,R_0UIpYxjoSUtn5aV,Ctrl,1,AvgDeg,10,0.01073345259391771,1,229,376,7,22.466666666666665,0.03303518187239117,-0.02230172927847346,0.02230172927847346,0.6750902527075812,0.009579095427686545,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
277,R_0UIpYxjoSUtn5aV,Ctrl,1,BC,2.7142857142857135,0.038934426229508184,1,229,376,9,69.71428571428572,1,-0.9610655737704918,0.9610655737704918,0.9610655737704918,0.292492115774133,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,4,3,4,2073600,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
278,R_0UIpYxjoSUtn5aV,Ctrl,9,AvgDeg,3,0.004454342984409799,2,172,605,1,4.823218997361478,0.008514964359379682,-0.004060621374969883,0.004060621374969883,0.4768806073153899,0.0017599346554553201,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
279,R_0UIpYxjoSUtn5aV,Ctrl,9,ClickHighDeg,34,1,2,172,605,2,34,1,0,0,0,0,correct,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,1,1,21,2073600,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
280,R_0UIpYxjoSUtn5aV,Ctrl,9,NumHighDegree,13,0.05517241379310345,2,172,605,3,34,0.2,-0.14482758620689656,0.14482758620689656,0.7241379310344828,0.05874008580508023,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
281,R_0UIpYxjoSUtn5aV,Ctrl,9,LargeClust1,34,0.46875,2,172,605,4,15.303430079155673,0.1766160949868074,0.2921339050131926,0.2921339050131926,1.6540616246498598,0.11130752232387785,over,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
282,R_0UIpYxjoSUtn5aV,Ctrl,9,NumNodes,167,0.1636546184738956,2,172,605,5,379,0.37650602409638556,-0.21285140562248997,0.21285140562248997,0.5653333333333334,0.08380759586141429,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
283,R_0UIpYxjoSUtn5aV,Ctrl,9,BC,20379.785989010976,0.7201194169670316,2,172,605,7,28300.56447421692,1,-0.27988058303296837,0.27988058303296837,0.27988058303296837,0.10716945046880293,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,5,3,107,2073600,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
284,R_0UIpYxjoSUtn5aV,Ctrl,9,NumClust,10,0.029850746268656716,2,172,605,8,19,0.06343283582089553,-0.033582089552238806,0.033582089552238806,0.5294117647058824,0.0143449750356597,under,Somewhat doubtful (26-50%),FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
285,R_0UIpYxjoSUtn5aV,Ctrl,9,NumLinks,260,0.12694430506773707,2,172,605,9,914,0.45509282488710484,-0.32814851981936777,0.32814851981936777,0.721058434399118,0.12324664260086057,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
286,R_0UIpYxjoSUtn5aV,Ctrl,7,LargeClust1,31,0.22857142857142856,3,147,777,1,20,0.07142857142857142,0.15714285714285714,0.15714285714285714,2.2,0.06338697886439287,over,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
287,R_0UIpYxjoSUtn5aV,Ctrl,7,BC,13848.666666666664,0.6896141379770927,3,147,777,2,20081.76153013656,1,-0.3103858620229073,0.3103858620229073,0.3103858620229073,0.11739919876420692,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,1,3,33,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
288,R_0UIpYxjoSUtn5aV,Ctrl,7,NumHighDegree,50,0.18454935622317598,3,147,777,3,84,0.33047210300429186,-0.1459227467811159,0.1459227467811159,0.44155844155844154,0.059155340338556274,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
289,R_0UIpYxjoSUtn5aV,Ctrl,7,NumClust,10,0.03587443946188341,3,147,777,4,10,0.03587443946188341,0,0,0,0,correct,Somewhat doubtful (26-50%),FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
290,R_0UIpYxjoSUtn5aV,Ctrl,7,AvgDeg,15,0.05432595573440644,3,147,777,5,6.9037037037037035,0.02174528653401893,0.03258066920038751,0.03258066920038751,1.4982864976010968,0.01392399042049578,over,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
291,R_0UIpYxjoSUtn5aV,Ctrl,7,NumNodes,150,0.3638676844783715,3,147,777,6,270,0.6692111959287532,-0.30534351145038174,0.30534351145038174,0.4562737642585552,0.1157248147363896,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
292,R_0UIpYxjoSUtn5aV,Ctrl,7,NumLinks,260,0.0670391061452514,3,147,777,7,932,0.2547486033519553,-0.18770949720670393,0.18770949720670393,0.736842105263158,0.07471022920738479,under,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,NA,NA,NA,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
293,R_0UIpYxjoSUtn5aV,Ctrl,7,ClickHighDeg,84,1,3,147,777,9,84,1,0,0,0,0,correct,NA,FacultyGrad,1067,3,Donation,Macintosh,1920,1080,75,Male,English,Doctorate degree,NA,Skipped,NA,8,2,0,1,A lot,A lot,A lot,None,High,1,1,21,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
326,R_0wZvi3WzUAJ3npL,Ord,1,ClickHighDeg,29,1,2,133,478,1,29,1,0,0,0,0,correct,NA,MTurkFinal,760,3,NA,Windows NT 10.0,1680,1050,41,Male,English,High School diploma,NA,Skipped,NA,8,0,4,NA,None,None,None,None,Low,1,1,5,1764000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
327,R_0wZvi3WzUAJ3npL,Ord,1,NumHighDegree,25,0.025673940949935817,2,133,478,2,29,0.03080872913992298,-0.005134788189987163,0.005134788189987163,0.16666666666666666,0.0022243043853789803,under,NA,MTurkFinal,760,3,NA,Windows NT 10.0,1680,1050,41,Male,English,High School diploma,NA,Skipped,NA,8,0,4,NA,None,None,None,None,Low,NA,NA,NA,1764000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
328,R_0wZvi3WzUAJ3npL,Ord,1,NumNodes,30,0.023162134944612285,2,133,478,3,30,0.023162134944612285,0,0,0,0,correct,NA,MTurkFinal,760,3,NA,Windows NT 10.0,1680,1050,41,Male,English,High School diploma,NA,Skipped,NA,8,0,4,NA,None,None,None,None,Low,NA,NA,NA,1764000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
329,R_0wZvi3WzUAJ3npL,Ord,1,AvgDeg,12,0.02512562814070352,2,133,478,5,22.466666666666665,0.051423785594639865,-0.026298157453936346,0.026298157453936346,0.511400651465798,0.01127354920258482,under,NA,MTurkFinal,760,3,NA,Windows NT 10.0,1680,1050,41,Male,English,High School diploma,NA,Skipped,NA,8,0,4,NA,None,None,None,None,Low,NA,NA,NA,1764000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
330,R_0wZvi3WzUAJ3npL,Ord,1,BC,69.71428571428571,1,2,133,478,6,69.71428571428571,1,0,0,0,0,correct,NA,MTurkFinal,760,3,NA,Windows NT 10.0,1680,1050,41,Male,English,High School diploma,NA,Skipped,NA,8,0,4,NA,None,None,None,None,Low,3,1,4,1764000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
331,R_0wZvi3WzUAJ3npL,Ord,1,NumClust,3,0.03,2,133,478,7,3,0.03,0,0,0,0,correct,Somewhat confident (51-75%),MTurkFinal,760,3,NA,Windows NT 10.0,1680,1050,41,Male,English,High School diploma,NA,Skipped,NA,8,0,4,NA,None,None,None,None,Low,NA,NA,NA,1764000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
332,R_0wZvi3WzUAJ3npL,Ord,1,LargeClust1,62,0.6,2,133,478,8,60,0.5789473684210527,0.021052631578947323,0.021052631578947323,0.036363636363636286,0.009048128977397114,over,NA,MTurkFinal,760,3,NA,Windows NT 10.0,1680,1050,41,Male,English,High School diploma,NA,Skipped,NA,8,0,4,NA,None,None,None,None,Low,NA,NA,NA,1764000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
333,R_0wZvi3WzUAJ3npL,Ord,1,NumLinks,15,0.010050251256281407,2,133,478,9,337,0.3336683417085427,-0.3236180904522613,0.3236180904522613,0.9698795180722892,0.12176269421605838,under,NA,MTurkFinal,760,3,NA,Windows NT 10.0,1680,1050,41,Male,English,High School diploma,NA,Skipped,NA,8,0,4,NA,None,None,None,None,Low,NA,NA,NA,1764000,22.466666666666665,0.7747126436781608,60,0.021682853595611493,3,29,337,30,18
389,R_10ID8KU4OpcM6ji,Fru,7,BC,20081.761530136537,1,1,140,191,1,20081.761530136537,1,0,0,0,0,correct,NA,MTurkFinal,619,3,NA,Windows NT 10.0,1920,1080,25,Male,English,High School diploma,NA,Business,NA,10,2,0,22,None,None,A little,None,Low,2,1,33,2073600,6.9037037037037035,0.025664326036073246,20,0.7410922332332512,10,84,932,270,54
