QuestionOrder,Demo-ResponseID,Condition,Dataset,Task,Response,NormResponse,DatasetOrder,DatasetDuration,DatasetStartTime,TaskOrder,CorrectAnswer,NormCorrectAnswer,RawDifference,AbsDifference,Percentage,LogError,Underestimated,ClustConf,filename,Stats-Q_TotalDuration,Stats-dataset_count,Stats-CompensationCondition,Stats-OperatingSystem,StatsScreenWidth,StatsScreenHeight,Demo-age,Demo-gender,Demo-lang,Demo-educ,Demo-educ_TEXT,Demo-acfield,Demo-acfieldother,Demo-dailytech_Computer,Demo-dailytech_Tablet,Demo-dailytech_SmartPhone,Demo-weeklygaming,Demo-expdataanal,Demo-expdatavis,Demo-expreadnetvis,Demo-expcreatenetvis,NetVisExperience,Attempt,NodeRank,MaxNodeRank,StatsNumPixels,AvgDeg,Density,LargeClust1,Modularity,NumClust,NumHighDegree,NumLinks,NumNodes,NumNodesClust1
37,R_01zssoEgr1bEecx,Ord,3,ClickHighDeg,8,0.6,2,581,1274,5,10,1,-0.4,0.4,0.4,0.146128035678238,under,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,1,3,10,728320,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
38,R_01zssoEgr1bEecx,Ord,3,NumNodes,60,0.5876288659793815,2,581,1274,6,67,0.6597938144329897,-0.07216494845360821,0.07216494845360821,0.10937499999999994,0.03026160503253549,under,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,NA,NA,NA,728320,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
39,R_01zssoEgr1bEecx,Ord,3,NumHighDegree,7,0.10810810810810811,2,581,1274,7,10,0.1891891891891892,-0.08108108108108109,0.08108108108108109,0.42857142857142855,0.03385826726096742,under,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,NA,NA,NA,728320,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
40,R_01zssoEgr1bEecx,Ord,3,BC,1277,1,2,581,1274,8,1277,1,0,0,0,0,correct,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,2,1,14,728320,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
41,R_01zssoEgr1bEecx,Ord,5,BC,12597.314500601015,1,3,421,1855,1,12597.314500601015,1,0,0,0,0,correct,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,1,1,113,728320,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
42,R_01zssoEgr1bEecx,Ord,5,LargeClust1,67,0.687905604719764,3,421,1855,2,16.304347826086957,0,0.687905604719764,0.687905604719764,Inf,0.22734815526616167,over,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,NA,NA,NA,728320,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
43,R_01zssoEgr1bEecx,Ord,5,NumClust,2,0.007194244604316547,3,421,1855,4,12,0.07913669064748201,-0.07194244604316546,0.07194244604316546,0.9090909090909092,0.030171468158178956,under,Very doubtful (0-25%),MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,NA,NA,NA,728320,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
44,R_01zssoEgr1bEecx,Ord,5,NumHighDegree,45,0.08080808080808081,3,421,1855,5,51,0.09292929292929293,-0.012121212121212116,0.012121212121212116,0.1304347826086956,0.005232526933677031,under,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,NA,NA,NA,728320,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
45,R_01zssoEgr1bEecx,Ord,5,NumNodes,155,0.4230769230769231,3,421,1855,6,184,0.5088757396449705,-0.08579881656804739,0.08579881656804739,0.16860465116279078,0.03574936397443464,under,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,NA,NA,NA,728320,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
46,R_01zssoEgr1bEecx,Ord,5,NumLinks,230,0.2222222222222222,3,421,1855,7,246,0.2383838383838384,-0.016161616161616182,0.016161616161616182,0.06779661016949161,0.006962786122358722,under,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,NA,NA,NA,728320,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
47,R_01zssoEgr1bEecx,Ord,5,ClickHighDeg,51,1,3,421,1855,8,51,1,0,0,0,0,correct,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,1,1,12,728320,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
48,R_01zssoEgr1bEecx,Ord,5,AvgDeg,1.5,0.00228310502283105,3,421,1855,9,2.8492791612057666,0.008444197083131355,-0.006161092060300305,0.006161092060300305,0.7296243798724309,0.002667519280506349,under,NA,MTurkFinal,2364,3,NA,Windows NT 10.0,1138,640,33,Female,English,Professional degree,NA,Medicine,NA,8,0,1,0,None,None,None,None,Low,NA,NA,NA,728320,2.8492791612057666,0.014611546685673556,16.304347826086957,0.635997091678234,12,51,246,184,30
49,R_02JW8bTjiC9LnaN,Cir,3,LargeClust1,76,0.9428571428571428,1,426,386,2,19.402985074626866,0.13432835820895522,0.8085287846481877,0.8085287846481877,6.019047619047619,0.25732542540860753,over,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
50,R_02JW8bTjiC9LnaN,Cir,3,NumHighDegree,13,0.22916666666666666,1,426,386,3,10,0.16666666666666666,0.0625,0.0625,0.375,0.02632893872234915,over,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
51,R_02JW8bTjiC9LnaN,Cir,3,BC,1085,0.8496476115896633,1,426,386,4,1277,1,-0.1503523884103367,0.1503523884103367,0.1503523884103367,0.060830898526841155,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,2,2,14,1440000,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
52,R_02JW8bTjiC9LnaN,Cir,3,AvgDeg,3,0.05714285714285714,1,426,386,5,4.268656716417911,0.09339019189765459,-0.036247334754797446,0.036247334754797446,0.3881278538812786,0.015463426547210082,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
53,R_02JW8bTjiC9LnaN,Cir,3,ClickHighDeg,8,0.6666666666666666,1,426,386,6,10,1,-0.33333333333333337,0.33333333333333337,0.33333333333333337,0.1249387366083,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,1,3,10,1440000,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
54,R_02JW8bTjiC9LnaN,Cir,3,NumNodes,67,0.6597938144329897,1,426,386,7,67,0.6597938144329897,0,0,0,0,correct,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
55,R_02JW8bTjiC9LnaN,Cir,3,NumClust,7,0.07692307692307693,1,426,386,8,7,0.07692307692307693,0,0,0,0,correct,Very confident (76-100%),MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
56,R_02JW8bTjiC9LnaN,Cir,3,NumLinks,45,0.1630901287553648,1,426,386,9,143,0.5836909871244635,-0.4206008583690988,0.4206008583690988,0.7205882352941178,0.1524720727496998,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.268656716417911,0.0646766169154229,19.402985074626866,0.7169788253704334,7,10,143,67,13
57,R_02JW8bTjiC9LnaN,Cir,9,NumLinks,75,0.008383383383383384,2,338,812,1,914,0.11336336336336336,-0.10497997997997997,0.10497997997997997,0.9260485651214128,0.043354409547838986,under,NA,MTurkFinal,1485,3,NA,Windows NT 10.0,1600,900,65,Female,English,High School diploma,NA,Skipped,NA,10,0,2,20,None,None,None,None,Low,NA,NA,NA,1440000,4.823218997361478,0.012759838617358406,15.303430079155673,0.8377212723067863,19,34,914,379,58
